transaction_id,customer_id,age,income,employment_status,credit_score,avg_monthly_spend,active_loans,payment_delay_days,last_payment_amount,transaction_amount,transaction_type,account_balance,fraud_flag,currency,payment_method,timestamp
cb5a003c-33f3-4e86-bfc8-7faae7dee5c0,061938d5-f97f-4a6d-ae4d-89df05937409,21,9650.47,self-employed,340,933.82,1,54,3940.36,6449.33,withdrawal,929.87,1,SAR,debit_card,1765071683605
550ee5e1-c44f-49f6-bae4-f617ef0ca14e,ce8d7f81-152b-4790-af68-244e7856bb19,61,15633.8,retired,410,514.62,1,31,2313.13,5560.85,withdrawal,22110.86,1,SAR,paypal,1765071683605
e49ea5ac-8e7f-4041-b9fb-6585d0506874,17ad98ee-d93a-4451-8d81-9e75a02c761e,25,9481.11,employed,789,1371.94,1,49,1390.14,7715.37,deposit,49281.52,0,USD,paypal,1765071683605
c8fe1d80-6f21-4001-8323-8c949a27e85f,3ae8bc9e-65b9-49e4-9b05-d16a83387b3d,75,10408.64,retired,611,2353.37,1,52,4843.52,2545.76,purchase,30111.27,0,SAR,credit_card,1765071683605
f6d23eb2-0825-4bf0-957e-37ecb5fe6e42,1ba579c9-7d07-4da5-b76c-62ad3966467b,23,13223.98,self-employed,442,2530.79,1,58,3285.81,8052.48,purchase,28810.48,0,SAR,bank_transfer,1765071683605
8dda6883-8490-4561-ad58-7476b3aab430,e11a5c52-2bc3-4fb7-a2d6-ad057f5bddfa,45,15091.23,self-employed,830,1388.63,0,32,4877.8,4101.53,purchase,40661.4,0,SAR,bank_transfer,1765071683605
7ab9b2a9-7e07-4359-bc6e-8187f5136974,26c912ba-506f-4f97-8077-25685b1325be,64,4420.94,employed,447,1502.85,2,28,1596.96,8311.9,deposit,28537.78,1,GBP,debit_card,1765071683605
ef0a25f5-2d3a-447d-919d-ae6a2b868745,1973d10b-3b5b-4e76-b48b-4c71932de11c,21,4441.71,employed,412,3019.55,0,3,2038.18,490.79,withdrawal,6103.92,0,GBP,credit_card,1765071683605
c647271f-292d-4e86-b871-943c899ff410,0115d393-cbb8-4ede-9561-023dc7655540,33,5067.72,retired,354,4455.92,1,6,2088.99,5819.04,refund,11374.13,0,USD,debit_card,1765071683605
351df22c-f952-4e46-8ef3-d4fa22a6fd2d,590fd108-0195-4263-8a65-7383ba4d8e94,47,2452.23,employed,314,3976.12,5,3,3457.4,1912.8,refund,16674.92,0,GBP,debit_card,1765071683605
b21aa462-e264-478f-ab71-8e602fe80a9d,ee969ccb-c342-42dd-bcf3-477ba22e54e3,63,16265.1,employed,658,3737.24,0,54,2462.54,2150.32,withdrawal,12416.04,1,USD,credit_card,1765071683605
9bde8a62-0d9b-46e1-bbd4-6c5b7a8a651a,e15119c3-e421-4d82-b069-5f78467beefd,66,11880.88,unemployed,772,4357.19,5,12,1421.03,9307.38,deposit,35814.59,1,USD,paypal,1765071683605
5c238de1-79c2-42b0-8545-b0581c6519a4,f05ec138-00d8-480c-9557-858e83ba8cd9,20,18420.2,self-employed,356,1185.25,2,39,4648.83,1775.15,deposit,46588.46,1,EUR,bank_transfer,1765071683605
705d8cd7-1362-42a4-bb78-f9cf0ba1d1b6,d4a0122e-33ed-424b-a461-adc06567ca0a,72,11015.87,retired,482,573.7,1,47,4784.41,9147.8,purchase,43214.68,0,GBP,paypal,1765071683605
79804bd4-1d5c-44d2-9220-57f90672c5a1,50034fb5-1e84-433d-8aac-714d6fed4d4b,28,10276.38,self-employed,711,4022.41,0,19,1774.21,5028.0,purchase,39070.85,0,SAR,bank_transfer,1765071683605
8acb4d0e-045e-43a9-9f2b-e1dfbde761df,f8a9fb49-8a33-4476-83cf-fea976ae26a8,50,3637.56,unemployed,393,3065.33,0,3,2904.98,4037.82,purchase,13930.56,1,SAR,paypal,1765071683605
f88b4a6c-1fa9-4c24-b5e3-9e10e3989ba0,7d06d20a-9f4c-4e68-8566-3cd097cf3ec4,30,3694.21,retired,362,4753.46,3,54,4826.57,8617.26,deposit,47992.96,0,EUR,paypal,1765071683605
c66fe217-4d72-4a9c-b58d-79294662988d,1d4f3c06-34f1-4421-85ce-61a62e73759e,70,7769.11,employed,584,272.82,3,40,2273.74,6669.28,deposit,13365.71,0,GBP,credit_card,1765071683605
b26f2d23-400a-47b0-b735-8fc2b39d6b98,c324db03-a389-4870-80b0-e066dfc82aeb,22,5880.19,retired,584,2946.56,2,0,3724.53,7376.69,withdrawal,38631.47,1,USD,paypal,1765071683605
b5c90b03-d9fc-4206-bd1e-7771cb1f8017,395acdcc-5537-4e78-87f3-a727b3ac4a9f,34,15594.71,unemployed,431,4777.35,4,32,3156.93,9323.1,refund,13265.77,1,SAR,credit_card,1765071683605
85c80cde-42d7-4901-b732-7151e0c7d4be,aee82cd0-bbc6-4573-bcc3-b626bf23deff,35,6864.07,retired,648,1124.74,0,46,1516.09,3510.91,purchase,29804.69,1,USD,debit_card,1765071683605
6c148e58-db85-4e04-b6de-5a4898d0a0e3,8d985ed8-3b5d-494e-8433-e6efce5ff5cf,29,10148.17,unemployed,539,2157.55,0,30,2619.74,3224.9,refund,1397.49,0,SAR,debit_card,1765071683605
753627d4-4dc8-41b6-97fd-1c1a492d7b22,a20db095-7d69-4c54-8776-eec3d9c45187,31,17182.83,employed,807,1349.17,0,25,2993.32,6948.16,purchase,41176.68,0,USD,debit_card,1765071683605
bbf2730d-109e-4cc6-8379-f9d874d67023,c0d7291d-9256-4294-a351-ec0c9243a5a7,65,17947.04,retired,572,952.83,0,6,3781.03,8751.4,deposit,623.31,0,GBP,bank_transfer,1765071683605
2e6b2b0c-e232-4625-ab4d-8c6652a87a04,4a589dfa-f791-497d-b424-1dd8e002c9bd,68,4468.94,employed,392,3553.98,4,48,3964.23,2047.53,withdrawal,38293.03,1,GBP,debit_card,1765071683605
631ceab4-623c-45cd-a59d-418f8c4b7c8f,212649dd-c555-4427-9614-972ccd07ffa6,41,17512.66,self-employed,698,1512.84,4,46,120.21,5160.65,deposit,14264.65,0,EUR,paypal,1765071683605
0ba8b915-066b-4541-a1dd-e2adb6046ed0,4df5c613-13d0-4a89-82ce-2dfddc129372,58,12699.34,employed,754,4311.56,1,51,1009.41,958.65,purchase,23598.54,1,EUR,debit_card,1765071683605
e466dfed-9b5f-490d-8b18-089932f41cfe,d52b00d0-c8ea-47f6-942c-5f8626ac2479,40,19573.14,retired,676,3104.34,1,37,4743.95,1689.19,refund,13624.95,0,EUR,paypal,1765071683605
fdeb35c4-ac05-47eb-8f57-967e7f712d2a,53571a5f-0d4e-43af-8404-6ee27aff494b,49,6272.87,self-employed,534,4439.47,3,57,4939.11,4696.29,withdrawal,34587.19,0,USD,bank_transfer,1765071683605
c13624a1-eb72-4ae0-b511-a14291725e2c,01869f3d-a10e-4787-abd1-2f64c6231e98,63,5009.52,self-employed,444,1912.81,3,39,1514.43,6113.56,refund,36592.64,1,USD,bank_transfer,1765071683605
dd12430b-74df-4876-8338-2e757046adf5,0b522a4e-4368-4720-84c2-3e368279a767,74,14883.06,retired,775,4663.51,3,30,934.82,8347.2,purchase,45098.91,0,USD,paypal,1765071683605
aeffc1b3-b562-4d10-ac14-89b135ae831e,62dd4fd3-44e9-4d07-a39b-2947608ae434,72,12547.29,self-employed,656,4423.18,4,55,2562.96,7113.56,deposit,7869.21,0,GBP,paypal,1765071683605
3e99eee2-531d-4443-adef-88ee66562e62,4cf95ae0-7468-4f26-b4ed-1785dc8b74a8,37,4565.96,retired,690,2643.24,5,30,2842.13,4239.18,refund,8948.03,0,GBP,debit_card,1765071683605
153e3490-5f5b-4fac-8123-ebffb8429144,a20c64dc-bbfb-4346-97fd-ec59db8cf09e,56,5697.29,unemployed,651,4893.19,3,37,3851.6,2126.27,withdrawal,26457.03,0,GBP,bank_transfer,1765071683605
f24d867d-086d-4384-8b1f-4616a0a538fd,1352a81f-6d5a-434e-937b-dfd16c3f64c0,70,6235.98,unemployed,506,2322.04,3,16,1927.8,1873.78,withdrawal,162.63,0,GBP,credit_card,1765071683605
415c6604-8c9c-468a-9974-981d73236a6c,e930e137-56f7-4450-b9d5-6849c394a90d,51,19505.42,self-employed,312,1279.69,5,22,901.01,7904.71,withdrawal,6808.18,0,EUR,bank_transfer,1765071683605
cff77004-846b-40de-838b-be1e5364ab21,525a7002-0c56-4970-bcfe-e054d393d6d9,20,14558.68,self-employed,724,607.48,2,20,198.04,7423.88,withdrawal,11623.6,1,EUR,debit_card,1765071683605
f803e78c-79e3-4398-84d3-ae963579186c,7a034a72-c610-4204-8781-3b67a7d842aa,61,16624.08,self-employed,540,4811.32,1,54,3173.65,411.23,withdrawal,18622.04,1,EUR,bank_transfer,1765071683605
01c722c2-c5c5-4f42-a0bc-fffd65d03555,41ca26a3-3533-4333-bd57-23fa97892620,71,17265.03,employed,435,3472.14,0,14,2123.47,5303.97,refund,23374.4,0,EUR,credit_card,1765071683605
b730f042-5284-4ba5-a92d-ee47844e37f9,0ceeb6f7-7488-4f4b-b1d7-a92eef2fef5b,25,11908.59,employed,430,917.15,3,42,893.09,445.61,refund,12130.44,0,SAR,debit_card,1765071683605
ac13bda8-ec9e-4e9a-af23-32e5488854cb,1eeb0369-8474-4ab7-87ed-dfd04384fe41,68,11867.03,unemployed,615,1994.91,1,44,3261.03,6097.6,withdrawal,23640.13,0,USD,credit_card,1765071683605
f081c505-eb7c-4513-91c4-6bba279c6b91,e552b7f8-3147-468e-b3eb-240fe7880e34,28,14380.65,retired,368,4757.15,4,7,4754.56,7240.74,withdrawal,5453.19,0,GBP,paypal,1765071683605
2eb63d98-ee02-424e-a900-4c4cc3cb37c9,2605de58-3353-4fbe-88a8-2a6fa5bfebb0,60,8363.68,self-employed,715,1211.71,1,13,3311.03,9479.36,withdrawal,36224.3,1,USD,credit_card,1765071683605
1d79cbbf-686c-4656-8afb-4ba5b10c6da1,89fa7476-b45c-4507-99fa-ff477347aaab,23,2823.63,unemployed,613,167.47,4,40,3710.09,2767.79,deposit,31650.71,0,GBP,paypal,1765071683605
c7ad2ba7-6e8a-4c54-9868-0844c3bef042,5db5c41e-5893-4e6c-b9c5-24cc44c705d8,33,7214.45,self-employed,594,3382.07,2,41,1327.39,6751.39,refund,39814.44,1,EUR,credit_card,1765071683605
58dfa1ff-c1e0-4e07-b9c1-facfb283aa76,f10c560c-a687-4320-988b-234a88866dd6,66,4704.2,unemployed,707,3827.43,3,30,207.28,215.56,withdrawal,22337.91,1,GBP,debit_card,1765071683605
4646d82e-82f9-411c-8d5e-cef15092ecd7,f45e6208-39e3-4255-8d8d-ab32ce9c8726,68,3028.38,retired,779,2312.25,4,4,4589.2,9438.84,refund,26322.44,1,GBP,bank_transfer,1765071683605
ba96869b-d9f5-4401-b304-43c7de83629b,8a26cecd-c7e0-43fd-9a4c-eb475a69dbab,29,3317.54,employed,423,725.72,1,3,4338.64,9747.04,refund,48476.39,1,USD,bank_transfer,1765071683605
27b98370-6b83-4328-97a5-ed4ac1cad6c1,c0b3c261-23bd-478c-ba90-2e105601eee5,36,11374.16,unemployed,709,362.7,1,31,4465.89,70.5,withdrawal,27311.61,0,SAR,bank_transfer,1765071683605
28b030a2-3a4e-4e9f-9375-9725fdb11458,4ab36cda-76bc-41e8-bb15-b8e2ec846399,49,16801.54,retired,735,2713.1,5,23,2019.7,9981.77,purchase,1766.18,1,USD,bank_transfer,1765071683605
fbfff2bd-fb30-4809-9326-4a9d62106570,914d3ae1-bda8-4e35-b66c-afa0d3c0267f,75,17583.88,employed,762,204.77,3,9,912.65,8645.0,refund,12057.35,0,EUR,bank_transfer,1765071683605
7c640f77-32a8-4b16-969e-a016adb78176,44141969-99d9-45f4-9c38-74890c290e01,27,7087.13,retired,553,439.42,4,54,2435.21,8817.95,withdrawal,12531.41,0,USD,credit_card,1765071683605
3130020c-a891-4096-8e75-d280c4668e9d,7d3a8686-1d01-4c9b-b2c3-c0d9464f62dd,75,12842.66,self-employed,753,3270.41,4,35,2240.26,619.96,refund,23395.93,1,USD,paypal,1765071683605
859c74d4-aed6-4c5b-9d8b-02fe7c112fa8,65bdd463-ced8-47b9-b6ee-96e4b7322339,44,9098.52,unemployed,455,4330.66,3,9,1385.97,1679.78,purchase,11533.94,0,SAR,debit_card,1765071683605
23d2c02d-ee47-491e-9420-215c538911c9,08770cc4-e65c-4e29-8949-878b2b6e99c4,69,8697.09,retired,603,2108.84,0,27,2272.2,4685.29,deposit,2530.61,0,SAR,paypal,1765071683605
5dceb2ba-b82e-430e-8039-2e97b77ccefc,330997c3-d698-4ce9-adb6-2332a49af057,68,12852.05,unemployed,714,4738.79,4,24,3250.19,1274.4,purchase,11286.8,1,GBP,credit_card,1765071683605
e198fc70-931e-4e36-bff2-df08b49f1008,8349fefe-9499-45e8-818c-c439ecfb5b71,50,18429.09,employed,670,1165.69,3,46,4912.27,9548.72,refund,21.42,1,USD,credit_card,1765071683605
7fac132f-ce09-425a-9bcd-4ef56064309e,d0624b93-e6a6-4b06-bdb5-fce8b9a5d02c,57,16739.94,retired,796,1106.86,4,15,1212.48,4346.2,purchase,20839.18,0,EUR,credit_card,1765071683605
70d208a3-72ed-480a-8370-6d01f9116d29,e4606220-3ea4-4479-b1b5-061d5020c38c,72,12669.92,unemployed,645,1256.44,1,34,1481.81,9547.4,withdrawal,19456.2,0,SAR,bank_transfer,1765071683605
2b4f8a8f-710b-4cf4-b4cf-c66c76024c9a,18dcf3d8-1ae4-4582-8644-a17aaf6a17d8,38,6086.3,retired,419,4869.55,1,25,385.1,5306.45,deposit,33469.0,0,USD,bank_transfer,1765071683605
850b3eec-a878-4452-a78d-5fafd39bcf6e,dc2deadb-9baa-4203-a0d5-c29de30ccc94,49,14099.2,employed,579,1267.2,0,44,4946.86,9792.65,refund,42479.62,1,SAR,paypal,1765071683605
3e218c08-bc20-46bf-bf59-9c1f1b1e3e92,10969575-6d9e-43ac-a192-d1818660999d,56,5465.84,employed,675,1047.32,4,12,4379.71,6207.81,deposit,44410.13,1,USD,bank_transfer,1765071683605
9c251bfc-cb12-45fc-880b-9018854a4382,f0e4b073-c1d7-43ed-a14e-1124d52939bb,62,17504.11,unemployed,827,3319.39,4,20,346.91,1332.2,deposit,30802.39,1,USD,paypal,1765071683605
e8e76c3b-dc7e-44c8-b99b-a869495199f4,de9c7518-b19c-46dc-8869-4d5c564619d5,28,10556.71,unemployed,801,2921.39,5,45,122.41,4300.68,refund,29153.95,1,USD,paypal,1765071683605
5cc84dc8-9cfc-48e3-b145-aecfa0f8ce9f,19c8f33e-896f-49ab-8d09-b662a05c3b10,44,17667.39,unemployed,831,1904.69,4,42,1780.51,9957.33,withdrawal,25913.92,0,EUR,debit_card,1765071683605
88e2416a-6ae7-4060-9501-54f340f10817,a8e5c221-5331-4ce4-89ff-dcb3d252ac5b,38,8802.99,employed,428,996.59,4,17,1747.19,1087.13,refund,29826.39,1,SAR,debit_card,1765071683605
6d1b1786-3529-4f82-96ca-b20fa850de88,11870ef6-49d9-4308-a9ac-8e531ef0be30,51,9335.86,retired,685,3543.94,0,51,4113.67,8656.36,refund,46569.04,1,GBP,credit_card,1765071683605
673fa4a1-0eeb-4842-bf28-c42221b52aa2,98b0d187-4a96-465d-bdb6-bf681349b42c,26,3149.33,retired,843,444.97,1,18,1135.54,7765.02,purchase,25091.2,0,EUR,credit_card,1765071683605
164cfdd2-628d-4da9-b0a2-3ee5f327e65a,2e05dfc3-c309-416c-867f-a71aad044aa8,45,16073.9,unemployed,460,1534.4,0,30,2300.3,7794.25,purchase,30199.62,1,SAR,bank_transfer,1765071683605
172d85e1-dbb9-4d99-868b-8691d53da776,1dcde12e-e6cc-4bc9-898b-ba71b0423373,39,6352.09,unemployed,798,3762.96,2,12,3842.52,8992.04,withdrawal,26124.99,0,GBP,paypal,1765071683605
a310cb0c-f4f2-4c30-b6a9-f191caec9d63,681ffd63-004e-4a99-bf34-495e749e6fbb,18,11693.11,retired,785,4143.96,0,21,3496.57,3668.03,refund,42373.03,0,SAR,paypal,1765071683605
f8536a37-7eb1-4e03-be2b-806019f85259,46e31ccf-97c6-435e-9a5c-9158c488e579,53,7216.73,retired,637,2262.39,5,48,632.22,2904.97,withdrawal,46581.92,1,SAR,paypal,1765071683605
02c9591e-c231-4a11-a64c-cd8671e9ca11,4b1b340b-18c2-4b6f-8a2e-917aaa281031,72,10628.35,unemployed,356,4158.53,2,52,351.46,6335.5,refund,23979.44,1,EUR,paypal,1765071683605
6853c2b6-f7b5-4647-bdd7-551e6e62004f,a6858a93-34a7-4c89-884c-de3f63b492b9,26,12252.52,retired,642,3228.43,4,42,3415.58,2213.18,withdrawal,3461.64,0,GBP,debit_card,1765071683605
87ff6646-fce2-4ee3-84b4-d4117100c297,0feb2099-426c-4d1f-865f-5283d38976a7,66,3493.49,unemployed,656,1428.93,3,40,1786.71,1416.44,refund,11808.51,0,USD,credit_card,1765071683605
d89946c3-96f4-41a8-92f7-a201c635287b,e7864250-8a68-4ece-b45a-9402c917edf4,67,10025.25,retired,441,3915.1,2,22,3395.72,9880.2,purchase,33539.55,1,SAR,credit_card,1765071683605
40b1a662-c253-4d68-99db-7045bd3f7ac6,ea4609e2-8a87-4884-9ee4-e2e01d9f009c,44,8697.95,self-employed,658,2798.72,5,41,510.2,5168.72,purchase,17454.9,0,GBP,credit_card,1765071683605
f245e2a3-89ab-4add-b8af-4d0b2c95c229,36471a76-290c-418c-aca2-7b74c1923746,20,15748.9,employed,327,2293.61,2,27,1934.94,2966.0,withdrawal,25209.08,1,GBP,bank_transfer,1765071683605
9b374fa7-09e7-4be6-bbb9-7adbfa7e08fc,64a30e88-0dd3-415c-9357-643d8e580279,59,12411.37,unemployed,448,2811.39,3,31,778.24,5948.07,withdrawal,38220.53,1,EUR,debit_card,1765071683605
7461cea5-2cbb-45c9-9615-88e583ade4c3,3c525f52-ccb9-481c-aa11-97ec0fa1edc7,64,5763.48,unemployed,702,165.3,4,35,3290.74,4863.93,deposit,24890.41,0,GBP,debit_card,1765071683605
9a1d6197-5a22-4d5f-8588-3d84fa91873e,efbbdaa6-7175-447e-abea-9b671d1a5f78,19,6062.35,retired,573,2732.77,4,40,1087.99,5751.49,refund,20672.09,1,USD,credit_card,1765071683605
4302dfb1-0b2f-4473-bf48-7fb9faf115de,53cde50b-2b6b-46d2-8846-546c35f9ef83,24,15083.47,employed,619,2177.25,4,11,1005.54,4844.65,withdrawal,38648.06,1,USD,credit_card,1765071683605
6ac07f7e-5378-4e6e-b99c-e9613a8bdc39,b5b4ebbb-ace0-425c-99c9-ca2b36a71c4f,70,17303.02,retired,806,4773.63,2,32,2987.53,1662.87,withdrawal,49893.63,0,USD,paypal,1765071683605
708663f8-64fc-45ef-b9e7-260a7b4b85b1,1d5a81ce-b653-4a55-81ae-ba2e292af777,75,19940.45,employed,654,4971.97,1,36,2055.54,7540.09,deposit,30394.62,1,GBP,bank_transfer,1765071683605
31ea5ebd-98ee-43aa-8e81-27699a0f1e5f,9a3f86b9-274d-4d3b-a8f3-ec9c9f7e998b,45,7644.72,self-employed,746,4633.72,3,54,2704.2,1497.52,purchase,11947.31,0,GBP,credit_card,1765071683605
4a82b79d-885c-4b0f-a280-a8779c3e2755,cc2218ec-ffa5-4ce8-880c-20595f2bd508,34,7305.96,self-employed,518,3524.38,0,57,4678.69,7215.4,deposit,13278.07,1,EUR,debit_card,1765071683605
0fc61eaf-6b47-4621-88df-37b3baf7d655,74f04e21-f190-4670-83e1-b9ca69933aa4,40,14206.55,unemployed,501,2492.78,2,29,904.44,8196.37,purchase,44818.95,1,GBP,bank_transfer,1765071683605
5d8212a6-1bc5-4adb-a856-0a02df0fc26b,0470d1ce-6665-4655-bd5f-d79d7ae738c4,30,2351.62,retired,525,2862.26,4,22,2575.89,607.7,purchase,1751.75,0,USD,debit_card,1765071683605
5fee1936-0ece-4aae-87ed-383bbacff8c6,eeed91a4-0daf-470e-bae7-d76eed8a00ec,22,15020.13,employed,300,1389.63,2,23,3307.74,2640.44,withdrawal,49521.72,1,EUR,bank_transfer,1765071683605
86eb3ea1-044c-4c00-bab7-ab8f7e945611,e4a2c3c9-c3cc-497a-b4e9-db85700e9fea,65,9658.58,self-employed,773,751.21,5,4,2866.36,9587.39,withdrawal,29964.23,1,GBP,debit_card,1765071683605
58516818-fd18-4029-ae43-b5dcb77fc919,4d288be4-7b1c-47b2-a215-696d6765eb2f,53,10151.24,employed,586,4861.64,5,10,1553.21,4204.99,deposit,29159.95,0,GBP,credit_card,1765071683605
dcb28ed7-584e-4fc5-a526-b33800e46570,bd2b1c3e-4853-418d-88ad-2f1a722c8aad,42,2875.32,unemployed,730,3925.78,2,26,3754.49,9290.27,deposit,41536.3,1,SAR,paypal,1765071683605
b9d0d275-e245-4eb5-9fd3-88a769efe7d4,7392525c-f679-457f-9b11-9b3f6edf4f73,53,17718.68,retired,745,4751.35,2,0,1761.95,9592.25,purchase,48119.16,1,USD,debit_card,1765071683605
b17cb468-6b54-4c4e-85f0-f0e587103bac,3a94a2fc-cbdd-431b-9519-0f365bcdfe18,48,6046.52,unemployed,379,3831.88,1,20,3524.39,7605.8,refund,10822.71,0,SAR,paypal,1765071683605
d4df3073-560c-4d69-b234-4369c86820f9,198b645b-0a75-456d-b2d4-5bf49098686d,26,3677.15,employed,754,3954.53,5,47,4437.43,5133.4,refund,3925.72,0,SAR,debit_card,1765071683605
e21092a7-0907-42b3-803f-deb435179e86,c544779f-edb3-459c-a9b9-e5be5c46f753,22,19608.92,employed,691,1724.85,1,27,1035.52,9404.01,purchase,3899.77,0,SAR,bank_transfer,1765071683605
043a03d6-d613-48d8-84b8-e3d2b0ab7681,3bd041fc-ac71-48ae-9bc9-7891d7eee0b4,33,6606.99,employed,484,744.86,2,41,618.06,1097.25,refund,25092.28,1,USD,paypal,1765071683605
c1c58da0-4e3d-4e7a-ab10-70abf0fc66fb,4858c7c4-d537-4c09-acd7-4888f80c57d6,58,16630.98,retired,585,1386.99,3,11,3701.01,6858.43,purchase,40801.84,0,SAR,debit_card,1765071683605
8e1aef93-6b47-4da0-b6d9-86a9862cffa2,58aaae9e-3d49-440a-9bc7-797a029dbe84,49,9258.83,self-employed,361,4704.17,0,6,1915.29,3281.32,withdrawal,4086.53,1,USD,bank_transfer,1765071683605
4abfad4e-4199-476c-ac88-28251e82f2d2,2ebd67a2-d6b8-4376-864d-a4c60b550748,63,9755.69,unemployed,645,1518.74,5,24,3975.44,2854.52,purchase,20013.62,0,EUR,bank_transfer,1765071683605
d22d79c3-f346-4822-8e45-a8a40d80ed11,91ebec10-9207-4db7-a49a-5fda6d2b16fa,49,6777.99,self-employed,497,365.87,5,58,981.63,9240.76,deposit,49485.84,0,GBP,debit_card,1765071683605
9b1f84f0-b018-4381-81f1-0a3b58cb7737,fae7ac2d-65eb-4f43-8922-574ff5cb9424,33,7896.45,self-employed,317,2090.41,3,27,3111.57,7910.69,withdrawal,26019.85,1,GBP,credit_card,1765071683606
ac8ed95e-b171-4861-9257-38a726658b3f,99f0681c-c761-4822-849f-5677b7d60e0a,69,18355.06,employed,822,3772.73,3,38,4320.09,4767.84,deposit,16015.83,0,SAR,paypal,1765071683606
3007a657-a280-4fa1-ad25-fed6b0cf55cf,03eb7e44-ec59-4e24-a05a-0b08adfa9fee,60,17504.24,employed,694,1409.21,1,59,253.68,5129.53,refund,32888.37,1,USD,bank_transfer,1765071683606
3038a3f4-d976-4247-9e9a-8532a9f33242,7c81ad7c-2769-4412-b6de-20a3e52b9cd7,38,5486.15,retired,452,4354.98,4,40,4413.86,4801.16,purchase,36267.31,1,USD,debit_card,1765071683606
ce6e5ce8-ed49-4386-a2d7-d69a2d0b6546,c3d8917d-5150-41cf-a6e1-0acd3d548d3d,43,6719.24,unemployed,602,2527.9,3,11,3183.9,2623.84,deposit,1661.29,0,SAR,debit_card,1765071683606
3ab62e4d-5880-4012-93f4-ba0a12e37749,df08ff15-7c7b-4558-9e15-d7e5696648b9,30,12409.21,retired,330,1505.6,4,57,1741.43,3680.99,withdrawal,17030.22,0,USD,credit_card,1765071683606
fb87d69a-cb13-4b15-b064-76220611b172,050f17cc-9e42-42e3-8182-a8a26608b524,59,11658.48,employed,631,1543.72,4,22,3786.6,1574.78,withdrawal,43725.39,1,SAR,credit_card,1765071683606
26fc2fdc-5f35-4af3-8479-8f6263fb9e2e,6671000c-0ae9-4fde-86ba-4185c0ea426a,37,11420.98,employed,747,3156.58,4,18,4931.7,4639.91,purchase,21724.66,1,USD,debit_card,1765071683606
221ae0a4-1e38-4084-864b-d56fb42020a4,4b6353b3-6c83-4336-9dfc-aafd04663a6a,22,3886.79,retired,788,2265.28,4,16,2557.23,624.67,refund,6477.64,1,SAR,paypal,1765071683606
efca0ec6-e27e-478f-aa90-7ea9d20aa946,91b53eff-a73e-4dd2-a607-531adec39424,72,17736.08,self-employed,532,4618.78,0,38,2709.23,6757.72,refund,16895.32,1,SAR,bank_transfer,1765071683606
75f0eb29-d033-4725-aaa4-ee298432a5f2,eca47ae1-5c83-4e81-bf61-5c8d96d37512,31,14393.97,unemployed,833,4552.15,1,37,3848.24,4127.99,deposit,29583.14,1,EUR,debit_card,1765071683606
79453545-7673-443a-9101-68deefc2f387,a953f40c-a2cf-44e3-af54-c97ec4816841,42,2633.69,unemployed,575,1945.33,0,49,1890.51,7287.22,purchase,19263.2,1,SAR,credit_card,1765071683606
841f4a16-3356-451a-a758-1ad869453762,1ee3b4c0-ea6c-4766-9466-48aa7a3527c1,51,15030.75,unemployed,435,1572.44,5,28,781.36,3684.56,withdrawal,49297.69,0,EUR,paypal,1765071683606
651634f3-7cfe-4852-b95e-5f4ff663507d,439467ad-eb68-4d83-9355-dd906fff4968,63,9930.88,self-employed,496,2227.22,0,37,4341.27,7719.13,refund,27660.36,0,SAR,bank_transfer,1765071683606
31840081-c919-4284-8647-73fc3ccad78e,21d1fedf-b176-485b-a7c3-66e83c1f8d8e,62,5763.8,self-employed,547,3646.52,2,54,4140.09,3816.56,purchase,28993.54,0,SAR,paypal,1765071683606
10c8f493-d638-4f60-837d-ad19d0e65d1e,42af5bb4-ba9e-414f-8a9b-043dc62b8e45,57,10610.63,self-employed,327,1246.66,0,20,425.59,1138.7,withdrawal,10502.37,1,SAR,bank_transfer,1765071683606
8ebc4779-4a95-43ea-a378-994f8f8aff6f,07b0ac11-d38c-418e-8692-2bd10bd5d791,71,18532.3,self-employed,356,2438.77,3,15,518.4,6192.41,refund,6370.89,1,SAR,credit_card,1765071683606
28410730-41aa-4490-9181-ffcf3ba2c852,908d05a3-3a23-4b9d-a434-50ce0ba8bc04,72,8302.21,unemployed,653,3135.69,5,48,3646.01,1684.26,withdrawal,12052.85,0,GBP,debit_card,1765071683606
771d4d74-4cf0-4968-97a9-b5c13dafeebc,6316a253-18c9-4141-bde2-42d6943f7011,45,19139.77,self-employed,418,277.21,5,26,3879.87,7475.14,refund,34742.37,1,USD,bank_transfer,1765071683606
0c2f3199-7fb9-41e0-bc0a-99b428e98935,f0cf66c2-f339-452a-81a0-c603ab43f247,18,12773.28,retired,351,3006.47,4,0,3225.08,5612.04,purchase,32607.6,1,GBP,credit_card,1765071683606
1e6b2841-decc-4974-b686-6c8038848c25,c7bc6135-3ec0-4a73-84b8-ef5eb9b7f2d5,37,4110.8,self-employed,614,4841.34,5,30,2185.05,2571.61,withdrawal,47240.92,1,SAR,debit_card,1765071683606
9deede64-9d64-4b66-a0fb-dd819d86a691,018a13ca-ccd7-448c-bba4-de8bd29e53dd,47,9568.89,employed,608,1993.21,4,27,3541.03,8390.33,deposit,20958.85,0,USD,credit_card,1765071683606
a92b66b7-de66-4e5a-a302-16c0b169d004,b3cdc74f-1aa2-457a-8fa3-2e24ae60b113,35,6984.39,employed,337,3125.02,3,33,3964.82,1641.67,deposit,7096.41,0,GBP,bank_transfer,1765071683606
